,Country,GLASS,1.5,TRIVEX,1.56,POLY,1.6,1.67,> 1.67,TOT PLASTIC,TOT LENS,Code
35,United States,0.16896802053523655,24.581091315512552,2.047959948663765,0.056188340663827545,57.655577749232954,6.217820099298383,7.616259772506151,1.65613475358714,99.83103197946478,100,USA
36,Brazil,0.002434556658674288,51.93196678829648,0.12584834118031635,27.784251079350913,16.839992543470416,0.46396607780344373,1.8461124112224065,1.0054282020173528,99.99756544334134,100,BRA
37,Argentina,2.063573360199347,88.8083713413338,0.030672228825493468,4.803271034072278,4.153019782971816,0.07974779494628302,0.061344457650986936,0.0,97.93642663980064,100,ARG
38,Chile,3.1662370413839196,12.698077884624926,0.0,14.532621997881702,55.92030886785045,0.0,7.071883535316164,6.610870672942848,96.83376295861609,100,CHL
39,Colombia,0.0,26.894233830189428,0.994954256385174,9.345032365508798,56.9253126861244,4.567129899355803,1.0268646473920555,0.24647231504434103,100.0,100,COL
40,Mexico,0.0,22.032829128901398,0.0,16.164722560967494,55.001308558104654,0.0,6.801139752026447,0.0,100.0,100,MEX
42,China,0.006433495468286516,0.5461785498489427,0.00017949546827794564,49.68944410876133,1.9142776435045317,36.44454410876133,10.565450151057401,0.8334924471299094,99.9935665045317,100,CHN
43,Hong Kong,0.3561612109003636,14.364041327434718,0.125671184807078,18.71139680059787,5.90909253704972,41.84635563512696,14.54291782385898,4.144363480224298,99.64383878909963,100,HKG
44,Taiwan,0.12799634256159453,3.4886349916026833,0.11688340405312449,63.75529429734019,0.5063065877400071,20.687649508636685,9.985545875685874,1.3316889923798545,99.87200365743841,100,TWN
45,Australia,0.010000069468465933,73.49113198176224,0.07439805108140785,2.3050160124813974,9.0963331425878,9.059819813370424,4.303544407945583,1.659756521302698,99.98999993053155,100,AUS
46,New Zealand,0.0,57.03046040323672,0.27192755893415305,0.9880034641274229,17.551564237991542,16.88760783500735,6.128340753179363,1.142095747523443,100.0,100,NZL
47,India,11.735096971995825,20.15406543706788,0.08210642821909306,59.904890385244514,3.800041846235781,3.0260344935447594,1.1810369475020406,0.11672749019007857,88.26490302800416,100,IND
48,Japan,0.8352541135124033,1.4537072959218604,0.15974805449690774,7.991966954973869,0.018256920513932313,59.010931331157714,22.78920103151601,7.740934297907301,99.1647458864876,100,JPN
49,Indonesia,0.0,45.552,0.0,43.8,2.78,7.02,0.8200000000000001,0.027999999999999997,100.0,100,IDN
50,"Korea, South",0.0,3.0790417817193414,0.0,27.268900910072603,0.006106888094383966,50.13499148143964,11.747531738448199,7.763427200225846,100.0,100,KOR
51,Malaysia,0.11505664684104554,30.123500320117287,0.39898675920685145,50.98679632189881,2.848579885500079,10.672431870691176,4.34431629443367,0.5103319013110891,99.88494335315896,100,MYS
52,Philippines,0.0,80.72288256938624,0.6347298011242185,3.0429693406837535,9.763637823175479,2.8973548568964325,1.4972155897106567,1.4412100190232255,100.0,100,PHL
53,Singapore,0.0492351036031377,9.901726391297693,0.0,26.220684385035604,4.487574547160989,42.29996315914991,14.102352600271645,2.938463813481016,99.95076489639685,100,SGP
54,Thailand,0.0,38.99406616396625,0.16709077627694305,31.892446220856733,2.1764239958140434,19.422975054195803,6.4489241546293306,0.8980736342608795,100.0,100,THA
55,Vietnam,0.0,11.772999999999996,0.3446999999999999,64.2067,2.6494999999999993,16.9855,3.7116,0.32899999999999996,100.0,100,VNM
