,Country,Manufacturers Shipments,SV(%),BTF(%),PAL(%),Myo_Control(%),SV,BTF,PAL,Myo_Control,Code
36,Mexico,100.10923187587314,59.0,19.500000000000004,21.5,0.0,59.064446806765154,19.521300215795264,21.523484853312723,0.0,MEX
37,China,813.6971920927709,69.8,0.10000000000000564,8.48,21.62,567.960640080754,0.8136971920928169,69.00152188946697,175.9213329304571,CHN
38,Hong Kong,51.707858015037914,42.8,0.10000000000000703,49.1,8.0,22.130963230436226,0.05170785801504155,25.388558285383613,4.136628641203033,HKG
39,Taiwan,84.81707064338039,45.959584109698675,0.1072269623655888,51.83522033492112,2.097968593014624,38.98157292172695,0.09094676841837236,43.965115449621926,1.7794355036131473,TWN
40,Australia,292.74239602986023,46.0,5.9500000000000055,48.0,0.05,134.6615021737357,17.4181725637767,140.51635009433292,0.14637119801493012,AUS
41,New Zealand,27.137083452221827,30.0,4.799999999999994,65.0,0.2,8.141125035666548,1.302580005706646,17.639104243944185,0.05427416690444366,NZL
42,India,161.01935453547767,42.394285208988684,9.548034989469473,47.941942702276314,0.11573709926552259,68.26300440344306,15.37418431086531,77.19580669097387,0.18635913019542955,IND
43,Japan,331.2820666060762,46.7,0.5449999999999938,52.739999999999995,0.015,154.70872510503762,1.8054872630030951,174.71816192804457,0.04969230999091143,JPN
44,Indonesia,12.79979427891729,53.0,18.899999999999995,28.000000000000004,0.1,6.783890967826164,2.419161118715367,3.5839423980968417,0.012799794278917292,IDN
45,"Korea, South",185.23364627148445,53.05000000000001,0.049999999999989116,46.7,0.2,98.26644934702252,0.09261682313572207,86.50411280878325,0.3704672925429689,KOR
46,Malaysia,48.61850711713567,55.00000000000001,0.9999999999999932,40.0,4.0,26.74017891442462,0.48618507117135346,19.447402846854267,1.944740284685427,MYS
47,Philippines,39.30989801589976,55.099999999999994,3.500000000000009,41.0,0.4,21.65975380676077,1.375846430556495,16.117058186518904,0.15723959206359905,PHL
48,Singapore,41.966294078042274,42.6,0.20000000000000434,52.800000000000004,4.3999999999999995,17.87764127724601,0.08393258815608638,22.158203273206322,1.8465169394338599,SGP
49,Thailand,45.591198811948885,49.47350288451584,1.6361248726330286,48.83531440599768,0.055057836853448824,22.55556305931488,0.7459289434938695,22.26460528127872,0.025101527861414317,THA
